strain	Camphene	Carene	beta_Caryophyllene	D-Limonene	Eucalyptol	Fenchol	Fenchone	Guaiol	alpha_Humulene	Linalool	Terpinolene	Valencene	alpha-Bisabolol	alpha-Cedrene	alpha-Farnesene	alpha-Phellandrene	alpha-Pinene	alpha-Terpinene	alpha-Terpineol	beta-Farnesene	beta-Myrcene	beta-Ocimene	beta-Pinene	cis-Nerolidol	cis-Ocimene	endo-Borneol	gamma-Terpinene	trans-Nerolidol
1	0.00433023	0	0.12972463	0.0255265	0	0.0135956	0	0	0.035547	0.0243757	0.0014237	0.00721856	0.0244166	0.00894701	0	0	0.170503	0	0.00999318	0	0.368119	0	0.0460314	0.00602229	0.0395451	0	0	0.0042529
2	0.00272265	0	0.6327804	0.0567975	0	0.0259033	0	0.00171574	0.158073	0.056823	0.00125409	0.0130607	0.104169	0.0296438	0	0	0.0136387	0	0.0188077	0	0.182457	0	0.0255907	0.00740095	0.011723	0.00111232	5.67067e-4	0.0206907
3	0.0155107	0	0.47157119999999997	0.397535	0	0.139285	0	5.97836e-4	0.114869	0.0160792	0.00295984	0.0181771	0.0285898	0.0533504	0	0	0.119916	0	0.0892536	0	0.0808216	0	0.136076	0.0157931	0.154256	0.00371172	0	0.029426
4	0.0174384	0	0.2959218	0.285132	0	0.180822	0	8.82416e-4	0.0926151	0.232478	0.00289569	0.0346927	0.0532705	0.0260056	0	0	0.0611865	0	0.163474	0	0.371981	0	0.115052	0.0252774	0	0.0106361	0	0.00376954
5	0.0133814	0	0.1328435	0.242672	0	0.155263	0	0.101543	0.0342822	0.0679025	0.002737	0.00846977	0.0210998	0.0294352	0	0	0.0703558	0	0.113247	0	0.0416571	0	0.0862205	0.0112914	0.029475	0.00763374	0	0.0161284
6	0.0107778	0	0.152791	0.304436	0	0.0782778	0	0	0.0474957	0.23465	0.0104103	0.0146538	0.0172479	0.0236453	0	0	0.0443077	0	0.0679444	0	0.665671	0	0.0786709	0.013547	0.00350855	0.00369658	4.74359e-4	0.00576068
7	0.0103937	0	0.168753	0.33909	0	0.0671172	0	3.80577e-4	0.0482415	0.214208	0.0104637	0.0153062	0.0213211	0.0169991	0	0	0.0442345	0	0.0639545	0	0.686185	0	0.0796719	0.0114042	0.00325459	0.00324147	0	0.00486002
8	0.00465763	0	0.01373856	0.0403442	0	0.0165324	0	0	0.00206518	0	0.20896700000000001	0.00504211	7.43317e-4	0.0116001	0	0	0.218535	0.00917979	0.0181838	0	0.075595	0	0.0817906	0.00666056	0.064427	0.00236543	0.00645551	0.00171366
9	0.00906689	0	0.6566242	0.206542	0	0.0818662	0	9.18432e-4	0.263091	0.0582344	0.0201845	0.0171399	0	0.0425288	0	0	0.0344978	0	0.0754917	0	0.291428	0	0.0546781	0.0225498	0.00601384	0.00567415	0	0.00522961
10	0.00484782	0	0.4281736	0.0839788	0	0.0970225	0	8.77812e-4	0.14599	0.0960521	0.00193207	0.0280106	0.075708	0.0164755	0	0	0.0171019	0	0.0871945	0	0.15723	0	0.0353507	0.0375959	7.27834e-4	0.00536833	0	0.087843
11	0.004	0	0.3334379	0.0692785	0	0.034275	0	0.0563055	0.09702	0.0744865	0.00658989	0.018463	0.0342515	0.0252785	0	0	0.0165076	0	0.0233184	0	0.379173	0	0.0348531	0.0173725	0.00254759	0.00124089	0	0.00754407
12	0.00239793	0	0.32920485	0.0680582	0	0.0202031	0	8.04621e-4	0.0962557	0.0855646	0.00140609	0.0157299	0.0890102	0.0418921	0	0	0.0108703	0	0.0186497	0	0.393009	0	0.0202071	0.0214738	0.00137025	9.55985e-4	0	0.011906
13	0.00702654	0	0.7877430999999999	0.179633	0	0.0727421	0	0.00140168	0.290696	0.118004	0.00253572	0.0179769	0.0609753	0.0858834	0	0	0.0252484	0	0.0533454	0	0.125756	0	0.0485643	0.0259197	5.71558e-4	0.00299388	0	0.0126242
14	0.00721214	0	0.3638898	0.196001	0	0.0710371	0	7.90848e-4	0.109261	0.0653022	0.00266103	0.0112161	0.00590898	0.01904	0	0	0.0354937	0	0.0645063	0	0.230047	0	0.0343049	0.012181	0	0.00452126	8.00796e-4	0.0159115
15	0.00744634	0	0.2620626	0.136319	0.00900074	0.0456353	0	0	0.0621219	0.0179768	0.00133728	0	0.0381841	0.00523069	0	0	0.207214	0	0.0243523	0	0.287713	0	0.10605	0	0.0529287	0.00289169	8.43819e-4	0.0075549
16	0.0101972	0	0.258399	0.205477	4.54093e-4	0.124804	0	0.0807289	0.0740609	0.19279	0.00266082	0.0102689	0.0518383	0.0377455	0	0	0.0390161	0	0.0891018	0	0.165361	0	0.0702649	0.0164708	0	0.00700657	0	0.0132802
17	0.0103499	0	0.20050859999999998	0.193923	0	0.0920626	0	0.0866073	0.0549446	0.157327	0.0018822	0.00344273	0.0384134	0.026316	0	0	0.0372919	0	0.0800652	0	0.112058	0	0.0707281	0.0117018	0	0.00576831	0	0.00926755
18	0.0335217	0	0.3763261	1.24126	0	0.209329	0	0	0.115044	0.241159	0.00975274	0.0485482	0.0458601	0.073716	0	0	0.122759	0	0.173836	0	1.7299	0	0.235666	0.0196644	0.00110915	0.0110032	0.0011798	0.00305546
19	0.00427609	0	0.11177828000000001	0.0490495	0.00882175	0.0268975	0	0	0.0288264	0.00947711	0	0	0.0104997	0.00185917	0	0	0.0753474	0	0.0188613	0	0.110676	0	0.0611899	0	0.0158215	0.00185452	0	0.00747386
20	0.00243913	0	0.1365003	0.0508696	0.00572174	0.055887	0	0.0672913	0.0335522	0.00382174	0	0.0112435	0.00894783	0.0186043	0	0	0.0884478	0	0.0343304	0	0.382	0	0.0460435	0.0116739	0.0017087	0.00429565	0	0.0218478
21	0.00719533	0.0547171	0.26402456	0.131159	0.0092793	0.0166188	0.0024634	0	0.0781756	0.00763808	0.796093	0	0	0.00168343	0.133291	0.0486102	0.10862	0.0174845	0.0175784	0.0925384	0.201011	0.0881504	0.168069	0	0	0.00183296	0.0170921	0
22	0.0131024	0	0.0198615	0.180658	0	0.0986442	0	0.0225482	0.00755072	0.0197279	0.00514597	0.0045621	0.0205146	0.00695695	0	0	0.220549	0	0.0667937	0	1.03411	0	0.160955	0.00241465	0.0056308799999999996	0.00669471	7.12519e-4	0.0021425
23	0.00463975	0	0.2468927	0.110698	0	0.0564711	0	0.00115101	0.0913317	0.144176	0.00107517	0.0100781	0.0400758	0.0295695	0	0	0.0166763	0	0.0495784	0	0.0418514	0	0.0314878	0.00516618	0	0.00266786	0	0.0216641
24	0.0191776	0	0.239536	0.419623	0	0.225059	0	4.68642e-4	0.0710269	0.0878612	0.00370779	0.032635	0.106299	0.0423524	0	0	0.0718171	0	0.172791	0	0.273416	0	0.115346	0.0284815	8.77556e-4	0.0127774	0	0.026538
25	0.00863467	0	0.19019070000000002	0.117532	0	0.056682	0	4.51457e-4	0.0719921	0.0678545	0.00245453	0.0273986	0.062231	0.00978304	0	0	0.182827	0	0.0501994	0	0.430445	0	0.101113	0.0128994	0.189616	0.00380451	0	0.0238966
26	0.00905967	0	0.1895195	0.117144	0.00161133	0.0812909	0	0	0.0686975	0.0841932	0.00265614	0.011609	0.055231	0.00891572	0	0	0.194692	0	0.0541862	0	0.394075	0	0.105298	0.00994196	0.170625	0.00625493	0	0.0252333
27	0.0128968	0	0.216395	0.222331	0	0.102166	0	3.10766e-4	0.0970477	0.114961	0.00559822	0.0227125	0.05002	0.0849945	0	0	0.0441421	0	0.075929	0	0.28919	0	0.0835117	0.0240311	0.00193119	0.00524306	0	0.0202753
28	0.0163909	0	0.2253521	0.414229	0	0.124853	0	0	0.0624159	0.182953	0.00467527	0.0157224	0.0510472	0.00504337	0	0	0.0567337	3.00402e-4	0.0983372	0	0.367252	0	0.113019	0	0.00117622	0.00795854	5.16184e-4	0.0187772
29	0.0156621	0	0.2099301	0.401782	0	0.129847	0	0	0.0576035	0.177691	0.00480271	0.0131687	0.0405955	0.00492859	0	0	0.0554055	5.22876e-4	0.100039	0	0.350487	0	0.112636	0	0.00166546	0.00659405	6.29388e-4	0.0182571
30	0.0114274	0	0.3527097	0.293842	0	0.105244	0	6.79103e-4	0.131784	0.173016	0.00413331	0.0163027	0.0338587	0.040503	0	0	0.0438441	0	0.0873821	0	0.157476	0	0.0780172	0.0115406	0	0.00396982	0	0.0199539
31	0.00502651	0	0.32124664000000003	0.156102	0.00598091	0.0492089	0	0	0.109001	0.0668717	0.00199364	0.0108335	0.0315928	0.0239279	0	0	0.0163097	2.20573e-4	0.039122	0	0.131292	0	0.031368	0.016789	0	0.00246023	0	0.00346978
32	0.0203073	0	0.18873140000000002	0.421101	0	0.200934	8.93855e-4	6.06544e-4	0.0440543	0.0166321	0.00586193	0.00809258	0.0155108	0.0161931	0	0	0.096261	0	0.126221	0	0.105914	0	0.139541	0.0108939	0.120319	0.00610934	7.22267e-4	0.00700319
33	0.00503587	0	0.3112777	0.0748027	0	0.0310359	0	8.16144e-4	0.0765785	0.0518251	0.001	0.00876682	0.0552197	0.026852	0	0	0.161596	0	0.0297848	0	0.97735	0	0.0928296	5.42601e-4	0	0.00167713	0	0.0302242
34	0.00660915	0	0.0405377	0.0928772	0.00311396	0.0587199	0	0.0303732	0.0133868	0.00139647	0.341922	0.00282905	0.0783949	0.00501204	0	0	0.331079	0.0114848	0.0634631	0	0.188094	0	0.165867	0.00961075	0.102656	0.00683387	0.00974318	0.00654093
35	0.00965268	0	0.1195908	0.247115	0.00676066	0.0566713	0	0	0.0223418	0.00479023	0.00199106	0	0.0104127	0.00742435	0	0	0.0501238	0	0.0385007	0	0.0463377	0	0.0617779	0.0039718	0.0595805	0.00272008	4.09216e-4	0.00350757
36	0.00137592	0	0.13627517	0.0297985	0.00794103	0.00972973	0	0	0.0351302	0.0164619	0.00887961	0.00641278	0.0148305	0.0097199	0	0	0.00571007	0	0.0102113	0	0.312634	0	0.010398	0.0112039	0.0105061	0.00205897	0	0.00623587
37	0.00491787	0	0.0460546	0	0	0.0073191	0.00113176	0.00616965	0.0112652	0.0361462	0.00222735	0	0	0	0	0	0.121558	0	0	0	0.565728	0.0670698	0.037001	0	0	0	0	0
38	0.0117508	0	0.194207	0.255013	0	0.0390052	0.00348179	0	0.0594907	0.0199579	0	0	0	0	0.00934654	0	0.0908724	0	0	0	0.0289051	0.0175819	0.0716116	0	0	0	0	0
39	0.00895728	0	0.29819439999999997	0.0950353	0	0.0212648	0.00158208	0.00694343	0.0870298	0.0267883	0	0	0.0889711	0	0.168058	0	0.191697	0	0.0144281	0.129264	0.579505	0	0.107107	0	0	0.00205126	0	0.0071891
40	6.55774e-4	0.01662102	0.199759314	0.02099998	0.0020981660000000003	0.003645932	1.9147199999999999e-4	0.0314351	0.06185514	0.01868514	0.297383	0	0.017458604	0	0.1339103	0.02506022	0.0332763	0.01016306	0.015930932	0.14566332	0.344301	0.002532986	0.05453702	0.004154612	0	0.001268514	0.006147308	0.0035083140000000002
41	1.7298975e-4	0	0.074948755	0.0062360625	0.00247774	0	0	0.032048475	0.030892925	0.02084255	0.00435809	0.0017889025	0.0132153325	0	0.0744349	0	0.0618429	0	0	0.0079886875	0.8667015	0.13003989999999999	0.027219174999999998	0	0	0	0	0.0023481624999999997
42	0.0104836	0	0.164496	0.356058	0	0.0347753	0.00512756	0.0367013	0.0569206	0.116651	0.0033198	0.0134062	0.00436299	0	0	0	0.0343578	0	0	0	0.399055	0	0.0589807	0	0	0	0	0
43	0.0142984	0	0.099112	0.312353	0	0.0391245	0	0.0232206	0.0356348	0.0902424	0	0	0	0	0	0	0.0406699	0	0	0	0.122204	0	0.0601826	0	0	0	0	0
44	0.010105385000000001	0	0.3620677	0.292167	0	0.046478900000000004	0.002306205	0.0180986	0.1051945	0.02131565	0.009056145	0	0.0871734	0	0.03965185	0	0.278188	0	0.0357754	0.035752400000000004	1.201865	0.0389157	0.1486445	0	0	0.005151555	0	0
45	0.003122075	0	0.24355865	0.0047180025	0.00365156	4.99772e-4	0.0035962625	0.008171545	0.023042675	0.041540574999999996	4.3681e-4	0	0.04394755	0	0.060369124999999996	0	0.2081535	0	0.002793375	0.014003925	0.3436455	0.03692045	0.049774725	0.001492935	0	9.141775e-4	9.03395e-5	0.0075341175
46	0.00370099	0.00512724	0.07501629	0.0801913	0.00437535	0.0273078	0.00383817	0.0391344	0.0273809	0.0337495	0.127211	0	0.0248044	0	0.0214362	0.00860835	0.0386775	0.00529384	0.0484437	0.0956775	0.249855	0.0197579	0.0366791	0	0	0.00748429	0.00465726	0.0094668
47	0.012804	0	0.10273023333333334	0.304385	1.7253033333333332e-4	0.042211066666666665	0.005459513333333333	0.0169831	0.024487600000000002	0.031606833333333334	0.0026361133333333334	1.50542e-4	0	0	0	0	0.09188053333333333	0	0	0	0.020920966666666665	0.027751333333333333	0.0746826	0	0	0	0	0
48	0.0124279	4.54674e-4	0.19541	0.336965	0	0.047352	0.00162116	0	0.0637467	0	0.00595979	0	0.00374497	0	0.0557753	6.04233e-4	0.0571728	0	0.0443658	0.146417	0.129272	0.08637	0.0730314	0.00263139	0	0.00708607	0	0.00261305
49	0.0064412625	2.3115e-4	0.416999875	0.24773925	0.0043575325	0.022233799999999998	0.002394755	0.057064475	0.18103249999999999	0.10120032500000001	0.008851035	0	0.044180875	0	0.33019825	4.088135e-4	0.026698425	8.65705e-5	0.0295214	0.0550056	0.144755	4.660005e-4	0.044441024999999995	0	0	0.0058987025	5.082375e-4	0.014879725
50	0.00456894	0	0.07815024000000001	0.0792755	0.00527892	0.028766	0	0	0.0276117	0.0138904	0.418392	0.00733156	0.00294132	0.0221009	0	0	0.0870659	0.0218836	0.0473944	0	0.251292	0	0.137175	0.0108235	0.00603236	0.00162763	0.0109056	5.844e-4
51	0.0114829	0	0.28968930000000004	0.152282	0.00343771	0.0104076	0.00121405	0.0138278	0.0932023	0.031926	0	0	0.0580481	0	0.007125	0	0.719454	0	0.00524624	0.0355046	1.50074	0.0146927	0.253252	0	0	0.00174457	0	0.00582776
52	0.0119811	0	0.30605266999999997	0.292913	8.62846e-4	0.0695385	0	7.04014e-4	0.0794119	0.114089	0.00282035	0.0112428	0.0021936	0.0492724	0	0	0.0442284	2.74737e-4	0.056115	0	0.0281434	0	0.084722	0.00676111	0	0.00274308	0	0.00958575
53	0.0164981	0	0.2909239	0.507158	0	0.0614894	0.00428861	0.0266692	0.145323	0.157969	0.00686418	0	0.0706439	0	0.407794	0	0.0604108	0	0.0726878	0	0.169455	6.28571e-4	0.106918	0.00702816	0	0.0143342	0	0.0189433
54	0.00258651	0	0.055155670000000004	0.0417647	0	0.0102552	0	0	0.020545	0.0328114	0	0	0.0104844	0.0121843	0	0	0.197461	0	0.0102682	0	0.504105	0	0.0884516	0.00389273	0	0.00194204	0	0.00501298
55	0.0126744	0	0.147793	0.283867	0	0.0327942	0.0029549	0	0.0362242	0.054362099999999997	0.00433763	0	0	0	0.028622	0	0.146524	0	0	0	0.0487113	0.0183329	0.0831276	0	0	0	0	0
56	0.00364093	0	0.0679693	0.0333633	0	0.0125316	0.00170977	0.00129674	0.0238623	0.0349656	0.00161442	0	0.00556093	0	0.0278581	0	0.147955	0	0.0146153	0.033827	0.272063	0.0310898	0.039854	0	0	0.00587116	0	0.00202279
57	0.005152587647058823	6.6075294117647055e-6	0.11094841647058823	0.15673682352941176	4.4269882352941176e-4	0.015426451764705883	0.0029306829411764705	0.021301976470588235	0.0333395	0.053268711764705885	0.004654351764705882	0	0.016495564705882353	0	0.0910827	2.9114529411764708e-5	0.044909876470588236	0	0.019260136470588236	0.053663117647058826	0.3182594294117647	0.006740305235294118	0.03493479411764706	0	0	0.003981425470588235	0	0.001302155294117647
58	0.00874424	1.162746e-4	0.245028348	0.057970499999999994	0.001084614	0.008537956	8.932136e-4	0.001088272	0.09275272	0.03515424	0.004789238	0	0.02382346	0.001476174	0.04279334	0	0.5702366	0	0.007839746	0.16166982	0.5841194000000001	0.0017702888	0.2365234	0.003717264	0	0.0017323039999999998	0	0.009631654
59	0.00403921	9.51939e-4	0.118439	0.0314777	0	0.00578204	0	0	0.0464646	0.0391691	0	0.0054043	0.0223301	0	0.0567563	0.0012656	0.227317	0	0.0157095	0.173998	0.220125	0	0.0886707	0.00530649	0	0	0	0.00739503
60	0.00969318	0	0.5557353	0.1574875	0.002985265	0.0290672	0.002726655	0	0.15596949999999998	0.008585744999999999	0.00620913	0	0.02871995	0	0.0685038	0	0.362755	0	0.014123549999999999	0.0308644	0.24897750000000002	0.0227397	0.17707250000000002	0	0	0.00517866	0	0
61	5.989646666666666e-4	0.023349183333333332	0.03344651666666667	0.027471866666666667	0.004331978333333333	0.0029834600000000003	7.76059e-4	0.019556666666666667	0.008686336666666666	0	0.41403666666666666	2.3664833333333335e-4	0	0	0	0.02526541666666667	0.040750183333333335	0.009961281666666667	0	0	0.35439350000000003	0.16074383333333334	0.052747883333333336	0	0	0	0.007798485	0
62	0.00608703	0	0.234872285	0.207225	0.00150591	0.0239722	0.00116403	0	0.06279145	0.055318900000000004	0.002234145	0.00246844	0.00599585	0.01062745	0.01688125	0	0.022694449999999998	0	0.01250045	0.01304605	0.09344135	0	0.03492025	0.00866215	2.18579e-4	7.25455e-4	0	0.00408894
63	0.00480989	0	0.0313055	0.074306	0	0.0244434	0	0.0231379	0.0105863	0.0194732	0	0	0.00683463	0.00831425	0	0	0.224182	0	0.0153642	0	0.412785	0	0.0746358	0	0.0172148	0	0	0.00573065
64	0.0106436525	0	0.1276992475	0.1502605	0.0027599025	0.021054125	0.0028565675	0.046359775	0.041641625	0.03704985	0.0049415425	3.127525e-4	0.023278525	0	0.008509975	0	0.2555445	0	0.0087924925	0.007197475	0.8604700000000001	6.55972e-4	0.13121925	0	0	0.002296175	0	0
65	0.003314845	0.024982650000000002	0.20872190000000002	0.08009174999999999	0.00413336	0.011519465	0.006596055	0	0.0822653	0.0191637	0.5412300000000001	0	0.025084250000000002	0.0028424	0.14472400000000002	0.0376471	0.145461	0.013483	0.01356879	0.2039145	0.6238775000000001	0.0879822	0.11918899999999999	0.0068403000000000005	0	0.00202734	0.009017115	0.00492825
66	0.0040042	0	0.3885885	0.139008	0	0.0250882	0	0	0.161366	0.0472689	0.00502521	0.0118319	0.0320546	0.0306303	0	0	0.013458	0	0.0178487	0	0.0893487	0	0.0272983	0.0301513	0	0	0	0.00517647
67	6.26635e-4	0.051261299999999996	0.2780064	0.0410933	0.00503795	0.005137965	2.62273e-4	0.0289055	0.12314750000000001	0.0057000535	1.3216700000000001	0	0.0400244	0	0.22691499999999998	0.10315885	0.07442884999999999	0.04052525	0.03567745	0.186461	0.09260760000000001	0.0652835	0.1228265	0.00836983	0	0.00179301	0.02232965	0.01697403
68	0.0030174060000000003	0.003622142	0.3353674	0.10174504	6.656419999999999e-4	0.013312202	0.0014320436	0	0.0854163	0.03052725	0.066084972	0	0.003143314	0	0.015597238000000001	0.003455424	0.0528692	0.001103504	0	0.01031224	0.293523	0.02698106	0.03113396	0	0	0	0.0013029299999999999	0
69	0.00697522	0	0.0719638	0.239506	0	0.0163112	0.00269119	0.0439465	0.0243863	0.0613891	0.00732612	0	0.023105	0	0	0	0.0257463	0	0.006262	0.0420952	0.0770118	0.00163179	0.0365799	0	0	0.00125492	0	0
70	0.0464932	0	0.6496569999999999	1.8493	0	0.362086	0	9.13687e-4	0.1949	0.371608	0.0128141	0.0460513	0.0817113	0.0466617	0	0	0.180629	0	0.257618	0	1.88774	0	0.340753	0.00198839	9.02453e-4	0.0147276	8.20071e-4	0.00423142
71	0.005090486666666667	0	0.24822475666666666	0.14036566666666667	8.229600000000001e-4	0.015416366666666667	0.0014107966666666667	0	0.10420833333333333	0.062829	0.005683993333333333	0	0.06189056666666667	0	0.19910266666666665	0	0.0192956	0	0.01551487	0.05366543333333333	0.7117646666666666	0.0017644566666666667	0.0367047	0	0	0.00390638	0	0.0032968733333333332
72	0.00308978	0	0.0569552	0.0339922	0	0.0094287	0.00134237	0	0.0161575	0.0129635	0.00559862	0	0	0	0	0	0.127556	0	0	0	0.314957	0	0.051296	0	0	0	0	0
73	0.0102654	0	0.243039	0.294086	0	0.0325615	0	0	0.0876843	0	0.0064785	0	0	0	0.0833578	0	0.0305793	0	0	0	0.356891	0	0.0533521	0	0	0	0	0
74	0.00664857	0	0.25007239000000003	0.15958	0	0.0316012	0.00422242	0.0708983	0.0814083	0.0198892	0.00273284	0	0.0510725	0	0.152185	0	0.20025	0	0.0388293	0.0251277	0.963321	0	0.106896	0	0	0.00852302	0	0.0159231
75	0.00387602	0	0.06585469	0.0870504	0	0.025804	0.00214627	0.0144862	0.0235226	0.0679053	0.00401022	0	0.00563641	0	0.0142354	0	0.0394	0	0.0291433	0.125488	0.105055	0	0.0315338	0	0	0.00519387	0	0
76	0.0046725	0	0.0315864	0.0482822	0	0.00703903	0	0	0.0089022	0.0147685	0	0	0	0	0	0	0.114343	0	0	0	0.873949	0.103646	0.0549201	0	0	0	0	0
77	0.0125521	0	0.0984737	0.0757623	0	0.00812183	0	0	0.0340034	0.0106777	0.00794931	0	0.0172639	0.00106581	0.020121	0	0.86218	0	0.00305772	0.0664098	0.519786	0.017194	0.29844	0	0	9.67412e-4	0	9.6656e-4
78	0.0108091	0	0.367149	0.28314643333333334	0.00539172	0.026756489999999997	0.002019116666666667	0	0.152392	0.08696486666666667	0.008662449999999999	0	0.038435533333333334	0.00181703	0.16192166666666666	0	0.31512766666666664	0	0.015944416666666666	0.11827356666666666	1.211624	0.13012033333333334	0.1085131	0.007991100000000001	0	0.001967804	0	0.017300566666666666
79	0.0053613	0	0.17958197999999997	0.0504127	0.00232347	0.0088676	6.73133e-4	0.0457808	0.0764156	0.027693	0.00127207	0	0.0158458	0.00107905	0.102848	0	0.298371	0	0.00974733	0.122826	0.426075	0	0.123293	0.00297333	0	0.00369447	1.87682e-4	0.00825606
80	0.0116953	0	0.5779111	0.33978	0.00334958	0.0501783	0.00251997	0	0.174191	0.014065	0.00755179	0	0.0492625	0	0.131597	0	0.389104	0	0.0254651	0.0439752	0.10868	0.256352	0.194876	0	0	0.00763123	0	0
81	0.00373717	0.025485	0.24863905000000003	0.093005	0.006390165	0.015235499999999999	0.002205855	0.015942315	0.0811906	0.00564535	0.672677	0	0.0908448	0	0.3025835	0.050225450000000005	0.15322449999999999	0.01596035	0.0352097	0.08804255	0.27654599999999996	0.10746549999999999	0.11850849999999999	0.00232953	0	0.0036748700000000002	0.011442250000000001	0.015104099999999999
82	0.0430165	0	0.4529569	1.51785	0	0.299906	0	0	0.142055	0.310815	0.0105597	0.0529339	0.0636627	0.0876258	0	0	0.165158	0	0.232062	0	1.77687	0	0.321469	0.0197934	0	0.0139519	9.84222e-4	0.00472201
83	0	0	0.12482272	0.284416	0	0	0	0	0.0435793	0.135103	0.00398579	0	0	0	0	0	0.0334017	0	0	0	0.363461	0	0	0	0	0	0	0
84	0.00682982	0	0.6023626	0.141701	0	0.0345678	0.00218863	0	0.263063	0.121588	0.00331175	0	0.0236156	0	0.237605	0	0.0251894	0	0.0235602	0.188579	0.0578882	0	0.044552	0.00618261	0	0.00323419	0	0
