,metadata_json,PMCIDS,abstract,keywords,yake_keywords,entities,TPS_match,Camellia_match,terms
13,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6102311\eupmc_result.json,PMC6102311,"Seven cDNA clones encoding terpene synthases (TPSs), their structures closely related to each other, were isolated from the flower of Camellia hiemalis ('Kantsubaki'). Their putative TPS proteins were phylogenetically positioned in a sole clade with the TPSs of other Camellia species. The obtained Tps genes, one of which was designated ChTps1 (ChTps1a), were introduced into mevalonate-pathway-engineered Escherichia coli, which carried the genes for utilizing acetoacetate as a substrate, and cultured in a medium including lithium acetoacetate. Volatile products generated in the E. coli cells transformed with ChTps1 were purified from the cell suspension culture, and analyzed by NMR. Consequently, the predominant product with ChTPS1 was identified as valerianol, indicating that the ChTps1 gene codes for valerianol synthase. This is the first report on a gene that can mediate the synthesis of valerianol. We next synthesized a Tps ortholog encoding ChTPS1variant R477H (named CsiTPS8), whose sequence had been isolated from a tea tree (Camellia sinensis), carried out similar culture experiment with the E. coli transformant including CsiTps8, and consequently found valerianol production equally. Furthermore, GC-MS analysis of several teas revealed that valerianol had been an unknown ingredient in green tea and black tea.",NaN,"['Camellia hiemalis', 'cDNA clones', 'structures closely', 'closely related', 'Camellia', 'Kantsubaki', 'Camellia species', 'terpene synthases', 'TPS', 'valerianol']","[Tps, ChTps1, ChTps1a, ChTps1, ChTPS1, valerianol, ChTps1, valerianol synthase, valerianol, Tps, ChTPS1variant, CsiTPS8, CsiTps8, valerianol, valerianol]","['(TPSs),', 'TPS', 'TPSs', 'ChTPS1', 'ChTPS1variant', 'CsiTPS8),']","['Camellia', 'Camellia', '(Camellia']",terpene synthase
14,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6273672\eupmc_result.json,PMC6273672,"Headspace solid-phase microextraction (HS-SPME) and ultrasonic solvent extraction (USE), followed by GC-MS/FID, were applied for monitoring the nectar (NE)/honey-sac (HoS)/honey (HO) pathways of the headspace, volatiles, and semi-volatiles. The major NE (4 varieties of  Citrus unshiu ) headspace compounds were linalool, α-terpineol, 1 H -indole, methyl anthranilate, and phenylacetonitrile. Corresponding extracts contained, among others, 1 H -indole, methyl anthranilate, 1,3-dihydro-2 H -indol-2-one and caffeine. The major HoS headspace compounds were linalool, α-terpineol, 1,8-cineole, 1 H -indole, methyl anthranilate, and  cis -jasmone. Characteristic compounds from HoS extract were caffeine, 1 H -indole, 1,3-dihydro-2 H -indol-2-one, methyl anthranilate, and phenylacetonitrile. However, HO headspace composition was significantly different in comparison to NE and HoS with respect to phenylacetaldehyde and linalool derivatives abundance that appeared as the consequence of the hive conditions and the bee enzyme activity.  C. unshiu  honey traceability is determined by chemical markers: phenylacetaldehyde, phenylacetonitrile, linalool and its derivatives, as well as 1 H -indole, 1,3-dihydro-2 H -indol-2-one, and caffeine.","['Caffeine', 'GC-MS', 'Use', 'Phenylacetaldehyde', 'Hs-spme', '1H-indole', '1,3-Dihydro-2h-indol-2-one', 'Citrus Unshiu Marc. Honey', 'Linalool And Its Derivatives', 'Phenylacetonitrile']","['methyl anthranilate', 'indole', 'solid-phase microextraction', 'solvent extraction', 'ultrasonic solvent', 'FID', 'methyl', 'anthranilate', 'Headspace', 'Headspace solid-phase']","[GC-MS/FID, NE (4 varieties, α-terpineol, 1 H -indole, α-terpineol]",[],[],NaN
15,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6289780\eupmc_result.json,PMC6289780,"Many terpenoid compounds have been extracted from different tissues of Salvia guaranitica. However, the molecular genetic basis of terpene biosynthesis pathways is virtually unknown. In this study, approximately 4 Gb of raw data were generated from the transcriptome of S. guaranitica leaves using Illumina HiSeq 2000 sequencing. After filtering and removing the adapter sequences from the raw data, the number of reads reached 32 million, comprising 186 million of high-quality nucleotide bases. A total of 61,400 unigenes were assembled de novo and annotated for establishing a valid database for studying terpenoid biosynthesis. We identified 267 unigenes that are putatively involved in terpenoid metabolism (including, 198 mevalonate and methyl-erythritol phosphate (MEP) pathways, terpenoid backbone biosynthesis genes and 69 terpene synthases genes). Moreover, three terpene synthase genes were studied for their functions in terpenoid biosynthesis by using transgenic Arabidopsis; most transgenic Arabidopsis plants expressing these terpene synthetic genes produced increased amounts of terpenoids compared with wild-type control. The combined data analyses from the transcriptome and metabolome provide new insights into our understanding of the complex metabolic genes in terpenoid-rich blue anise sage, and our study paves the way for the future metabolic engineering of the biosynthesis of useful terpene compounds in S. guaranitica.",NaN,"['Salvia guaranitica', 'Salvia', 'terpenoid', 'biosynthesis', 'terpene', 'genes', 'raw data', 'transgenic Arabidopsis', 'guaranitica', 'terpenoid biosynthesis']",[terpenoid-rich blue anise sage],[],[],terpene synthase
16,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6289936\eupmc_result.json,PMC6289936," Background Three species of wintersweets: Chimonanthus salicifolius S. Y. Hu, Chimonanthus zhejiangensis M. C. Liu and Chimonanthus grammalus M. C. Liu are widely distributed in China. The three wintersweets belonging to the genus of Chimonanthus that can synthesize abundant terpenoids that are beneficial to human health. Their buds and leaves are traditional Chinese herb applied by the 'She' ethnic minority in southeast of China. Squalene is a multi-functional and ubiquitous triterpene in plants, which is biosynthesized by squalene synthase (SQS) using farnesyl diphosphate (FPP) as the substrate. The synthesis of squalene in wintersweet was not clearly. This work would provide us much help to further understand the terpene metabolism in wintersweet and its health function to people at phytochemistry and molecular levels. Results In this study, we identified squalene component in the extractions of leaves of three wintersweets and isolated SQS genes from leaf transcriptomes. The three SQSs were highly conservative, so CzSQS from C. zhejiangensis was just determined the enzymatic activity. The in vitro expressed CzSQS that deleted two transmembrane domains could catalyze FPP to generate squalene with the presence of NADPH and Mg 2+ . Conclusions The squalene was one of wintersweet leaves phytochemicals. The squalene synthases of three wintersweet plants were highly conserved. The CzSQS was capable to catalyze two FPP molecules to squalene.","['Squalene', 'wintersweet', 'squalene synthase']","['Chimonanthus salicifolius', 'Chimonanthus', 'Squalene', 'wintersweet', 'Chimonanthus grammalus', 'Chimonanthus zhejiangensis', 'FPP', 'Liu', 'China', 'Background']","[wintersweets, SQS, farnesyl diphosphate, SQS, SQSs, CzSQS, CzSQS, Mg 2, CzSQS]",[],[],NaN
17,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6349920\eupmc_result.json,PMC6349920,"The tea plant (Camellia sinensis) suffers heavily from a harmful piercing pest, the tea green leafhopper (TLH) Empoasca (Matsumurasca) onukii Matsuda. In the present study, we studied the effect of an efficient elicitor of plant disease resistance, the β-1,3-glucan laminarin, on the induced defense against TLH in tea plants. Defense responses elicited by laminarin in tea include the activation of mitogen-activated protein kinases and WRKY, the burst of H2O2, salicylic acid, and abscisic acid, and the accumulation of direct-defense chemicals (including chitinase, phenylalanine ammonia lyase, callose, polyphenol oxidase, and flavonol synthase), as well as the production of volatile compounds. The laminarin-treated tea plants reduced the performance of TLH and enhanced the attractiveness to the egg parasitoid wasp of TLH, Stethynium empoascae Subba Rao. In the field experiment, laminarin application effectively reduced the number of TLH by attracting parasitoids. These results suggest that laminarin can induce protection against TLH by regulating signaling pathways in tea plant. Our study also proposes an environment friendly strategy for the integrated management of an economically important piercing pest.",NaN,"['Camellia sinensis', 'onukii Matsuda', 'suffers heavily', 'green leafhopper', 'TLH', 'tea plant', 'tea plants', 'tea', 'tea green', 'Empoasca']","[β-1,3-glucan laminarin, mitogen-activated protein kinases, WRKY, abscisic acid, direct-defense chemicals, chitinase, phenylalanine ammonia, polyphenol oxidase]",[],['(Camellia'],NaN
18,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6473938\eupmc_result.json,PMC6473938,"Lycoris longituba, belonging to the Amaryllidaceae family, is a perennial bulb bearing flowers with diverse colors and fragrance. Selection of cultivars with excellent colored and scented flowers has always been the breeding aim for ornamental plants. However, the molecular mechanisms underlying color fading and aroma production during flower expansion in L. longituba remain unclear. Therefore, to systematically investigate these important biological phenomena, the tepals of L. longituba from different developmental stages were used to screen and analyze the metabolic components and relevant genes. Utilizing the Illumina platform, a total of 144,922 unigenes were obtained from the RNA-Seq libraries. Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analysis indicated that the phenylpropanoid biosynthesis and flavonoid biosynthesis pathways might play important roles during color and aroma changes. Metabolomic analysis identified 29 volatile organic components (VOCs) from different developmental stages of L. longituba tepals, and orthogonal partial least-squares discriminate analysis (OPLS-DA) revealed that trans-β-ocimene-a terpene-was the most important aroma compound. Meanwhile, we found the content of anthocyanin was significantly reduced during the tepal color fading process. Then, we identified two dihydroflavonol-4-reductase (DFR) and three terpene synthase (TPS) genes, for which expression changes coincided with the production patterns of anthocyanins and trans-β-ocimene, respectively. Furthermore, a number of MYB and bHLH transcription factors (TFs) which might be involved in color- and aroma-formation were also identified in L. longituba tepal transcriptomes. Taken together, this is the first comprehensive report of the color and fragrance in tepals of L. longituba and these results could be helpful in understanding these characteristics and their regulation networks.","['volatile organic compounds', 'Lycoris longituba', 'Tepals', 'Aroma Formation', 'Color Fading']","['Amaryllidaceae family', 'perennial bulb', 'bulb bearing', 'longituba', 'bearing flowers', 'Lycoris longituba', 'Amaryllidaceae', 'diverse colors', 'color', 'color fading']","[trans-β-ocimene-a terpene-was, anthocyanin, dihydroflavonol-4-reductase (DFR), MYB, bHLH transcription factors, aroma-formation]",['(TPS)'],[],terpene synthase
19,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6747315\eupmc_result.json,PMC6747315,"Herbivore-induced plant volatiles (HIPVs) play important ecological roles in defense against stresses. In contrast to model plants, reports on HIPV formation and function in crops are limited. Tea ( Camellia sinensis ) is an important crop in China. α-Farnesene is a common HIPV produced in tea plants in response to different herbivore attacks. In this study, a  C. sinensis  α-farnesene synthase (CsAFS) was isolated, cloned, sequenced, and functionally characterized. The CsAFS recombinant protein produced in  Escherichia coli  was able to transform farnesyl diphosphate (FPP) into α-farnesene and also convert geranyl diphosphate (GPP) to β-ocimene  in vitro . Furthermore, transient expression analysis in  Nicotiana benthamiana  plants indicated that CsAFS was located in the cytoplasm and could convert FPP to α-farnesene in plants. Wounding, to simulate herbivore damage, activated jasmonic acid (JA) formation, which significantly enhanced the  CsAFS  expression level and α-farnesene content. This suggested that herbivore-derived wounding induced α-farnesene formation in tea leaves. Furthermore, the emitted α-farnesene might act as a signal to activate antibacterial-related factors in neighboring undamaged tea leaves. This research advances our understanding of the formation and signaling roles of common HIPVs in crops such as tea plants.","['Signaling', 'Tea', 'Herbivore', 'Volatile', 'Aroma', 'jasmonic acid', 'Camellis Sinensis', 'Α-farnesene Synthetase']","['α-Farnesene', 'play important', 'Herbivore-induced plant', 'plant volatiles', 'important ecological', 'plants', 'Tea', 'tea plants', 'CsAFS', 'formation']","[CsAFS, CsAFS recombinant, geranyl diphosphate, CsAFS, antibacterial-related factors]",[],['Camellia'],NaN
20,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6767024\eupmc_result.json,PMC6767024,"Tea aroma is a key indicator for evaluating tea quality. Although notable success in tea aroma improvement has been achieved with heterosis breeding technology, the molecular basis underlying heterosis remains largely unexplored. Thus, the present report studies the tea plant volatile heterosis using a high-throughput next-generation RNA-seq strategy and gas chromatography-mass spectrometry. Phenotypically, we found higher terpenoid volatile and green leaf volatile contents by gas chromatography-mass spectrometry in the F1 hybrids than in their parental lines. Volatile heterosis was obvious in both F1 hybrids. At the molecular level, the comparative transcriptomics analysis revealed that approximately 41% (9027 of 21,995) of the genes showed non-additive expression, whereas only 7.83% (1723 of 21,995) showed additive expression. Among the non-additive genes, 42.1% showed high parental dominance and 17.6% showed over-dominance. Among different expression genes with high parental dominance and over-dominance expression patterns, KEGG and GO analyses found that plant hormone signal transduction, tea plant physiological process related pathways and most pathways associated with tea tree volatiles were enriched. In addition, we identified multiple genes (CsDXS, CsAATC2, CsSPLA2, etc.) and transcription factors (CsMYB1, CsbHLH79, CsWRKY40, etc.) that played important roles in tea volatile heterosis. Based on transcriptome and metabolite profiling, we conclude that non-additive action plays a major role in tea volatile heterosis. Genes and transcription factors involved in tea volatiles showing over-dominance expression patterns can be considered candidate genes and provide novel clues for breeding high-volatile tea varieties.","['Camellia sinensis', 'Metabolite', 'Transcriptome', 'Volatile Heterosis']","['Tea', 'key indicator', 'heterosis', 'volatile heterosis', 'volatile', 'Tea aroma', 'genes', 'expression', 'tea quality', 'evaluating tea']","[21,995, 21,995, CsAATC2, CsSPLA2, CsMYB1, CsbHLH79, CsWRKY40]",[],[],NaN
21,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6902048\eupmc_result.json,PMC6902048,"The monoterpenes linalool and its oxides are the key aroma-active compounds in  Osmanthus fragrans  Lour. flowers. The glycosides of these monoterpenes accumulate throughout flowering, leading to considerable storage of potential aroma constituents that account for the majority of non-volatile aroma compounds. However, the UDP-glycosyltransferase (UGT) responsible for the glycosylation of linalool and its oxides has not been clarified. Four candidate  OfUGTs  ( UGT85A82 ,  UGT85A83 ,  UGT85AF3 , and  UGT85A84 ) with high homology to the known terpenoid UGTs were screened by transcriptome sequencing. Over-expression of the candidate  OfUGTs  in tobacco showed that UGT85A84 glycosylated linalool oxides  in planta . Since the transcript levels of  UGT85A84  were positively correlated with glycoside accumulation, the recombinant UGT85A84 protein was subjected to reactions with aglycones and sugar donors. Two formate adducts were exclusively detected in UDP-Glc with linalool and linalool oxide reactions by liquid chromatography-mass spectrometry (LC-MS), indicating that UDP-Glc was the specific sugar donor. The kinetic parameters demonstrated that UGT85A84 glycosylated both linalool and lianlool oxides  in vitro . Further analysis demonstrated that the transcription levels of MEP pathway genes might play an important role in mediating terpenoid glycosylation. Our findings unraveled the mechanism underlying the glycosylation of essential aroma compounds in flowers. This study will facilitate the application of potential aroma contributors in future industries.","['Glycosylation', 'Linalool', 'Aroma', 'Osmanthus fragrans Lour.', 'Udp-glycosyltransferase', 'Linalool Oxide']","['Osmanthus fragrans', 'fragrans Lour.', 'Lour. flowers', 'key aroma-active', 'aroma-active compounds', 'linalool', 'aroma compounds', 'Osmanthus', 'Lour.', 'compounds']","[UDP-glycosyltransferase, UGT, UGT85A82, UGTs, UGT85A84 glycosylated linalool, UGT85A84, sugar donors, UGT85A84 glycosylated]",[],[],NaN
22,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6941427\eupmc_result.json,PMC6941427,"Oolong tea is a popular and semi-fermented beverage. During the processing of tea leaves, withering is the first indispensable process for improving flavor. However, the roles of long non-coding RNAs (lncRNAs) and the characteristic secondary metabolites during the withering of oolong tea leaves remain unknown. In this study, phytochemical analyses indicated that total polyphenols, flavonoids, catechins, epigallocatechin (EGC), catechin gallate (CG), gallocatechin gallate (GCG), epicatechin gallate (ECG), and epigallocatechin gallate (EGCG) were all less abundant in the solar-withered leaves (SW) than in the fresh leaves (FL) and indoor-withered leaves (IW). In contrast, terpenoid, jasmonic acid (JA), and methyl jasmonate (MeJA) contents were higher in the SW than in the FL and IW. By analyzing the transcriptome data, we detected 32,036 lncRNAs. On the basis of the Kyoto Encyclopedia of Genes and Genomes analysis, the flavonoid metabolic pathway, the terpenoid metabolic pathway, and the JA/MeJA biosynthesis and signal transduction pathway were enriched pathways. Additionally, 63 differentially expressed lncRNAs (DE-lncRNAs) and 23 target genes were identified related to the three pathways. A comparison of the expression profiles of the DE-lncRNAs and their target genes between the SW and IW revealed four up-regulated genes (FLS, CCR, CAD, and HCT), seven up-regulated lncRNAs, four down-regulated genes (4CL, CHI, F3H, and F3'H), and three down-regulated lncRNAs related to flavonoid metabolism; nine up-regulated genes (DXS, CMK, HDS, HDR, AACT, MVK, PMK, GGPPS, and TPS), three up-regulated lncRNAs, and six down-regulated lncRNAs related to terpenoid metabolism; as well as six up-regulated genes (LOX, AOS, AOC, OPR, ACX, and MFP2), four up-regulated lncRNAs, and three down-regulated lncRNAs related to JA/MeJA biosynthesis and signal transduction. These results suggested that the expression of DE-lncRNAs and their targets involved in the three pathways may be related to the low abundance of the total polyphenols, flavonoids, and catechins (EGC, CG, GCG, ECG, and EGCG) and the high abundance of terpenoids in the SW. Moreover, solar irradiation, high JA and MeJA contents, and the endogenous target mimic (eTM)-related regulatory mechanism in the SW were also crucial for increasing the terpenoid levels. These findings provide new insights into the greater contribution of solar-withering to the high-quality flavor of oolong tea compared with the effects of indoor-withering.","['Secondary metabolites', 'Camellia sinensis', 'Transcriptome', 'Long Non-coding Rnas', 'Withering']","['Oolong tea', 'lncRNAs', 'lncRNAs related', 'up-regulated lncRNAs', 'tea leaves', 'semi-fermented beverage', 'down-regulated lncRNAs', 'Genes', 'up-regulated genes', 'related']","[32,036, JA/MeJA, DE-lncRNAs, FLS, CCR, F3H, AACT, GGPPS, LOX, AOS, ACX, MFP2, JA/MeJA, DE-lncRNAs, CG, (eTM)-related]","['TPS),']",[],NaN
23,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6976640\eupmc_result.json,PMC6976640,"For a better understanding terpenoid volatile production in Camellia sinensis, global terpenoid synthase gene (TPS) transcription analysis was conducted based on transcriptomic data combined with terpenoid metabolic profiling under different abiotic stress conditions. Totally 80 TPS-like genes were identified. Twenty-three CsTPS genes possessed a complete coding sequence and most likely were functional. The remaining 57 in the currently available database lack essential gene structure or full-length transcripts. Distinct tempo-spatial expression patterns of CsTPS genes were found in tea plants. 17 genes were substantially expressed in all the tested organs with a few exceptions. The other 17 were predominantly expressed in leaves whereas additional eight were primarily expressed in flowers. Under the treatments of cold acclimation, salt and polyethylene glycol, CsTPS67, -69 and -71 were all suppressed and the inhibited expression of many others were found in multiple stress treatments. However, methyl jasmonate resulted in the enhanced expression of the majority of CsTPS genes. These transcription data were largely validated using qPCR. Moreover, volatile terpenoid profiling with leaves, flowers and stress-treated plants revealed a general association between the abundances of mono- and sesqui-terpenoids and some CsTPS genes. These results provide vital information for future studies on CsTPS regulation of terpenoid biosynthesis.",NaN,"['Camellia sinensis', 'conducted based', 'CsTPS genes', 'TPS', 'genes', 'Camellia', 'synthase gene', 'CsTPS', 'stress conditions', 'terpenoid']","[CsTPS, CsTPS, CsTPS67, CsTPS, sesqui-terpenoids, CsTPS, CsTPS]","['(TPS)', 'TPS-like', 'CsTPS', 'CsTPS', 'CsTPS67,', 'CsTPS', 'CsTPS', 'CsTPS']",['Camellia'],NaN
24,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6978701\eupmc_result.json,PMC6978701,"Tea green leafhopper [Empoasca (Matsumurasca) onukii Matsuda] is one of the most devastating pests of tea plants (Camellia sinensis), greatly impacting tea yield and quality. A thorough understanding of the interactions between the tea green leafhopper and the tea plant would facilitate a better pest management. To gain more insights into the molecular and biochemical mechanisms behind their interactions, a combined analysis of the global transcriptome and metabolome reconfiguration of the tea plant challenged with tea green leafhoppers was performed for the first time, complemented with phytohormone analysis. Non-targeted metabolomics analysis by ultra-performance liquid chromatography quadrupole time-of-flight mass spectrometry (UPLC-QTOF MS), together with quantifications by ultra-performance liquid chromatography triple quadrupole mass spectrometry (UPLC-QqQ MS), revealed a marked accumulation of various flavonoid compounds and glycosidically bound volatiles but a great reduction in the level of amino acids and glutathione upon leaf herbivory. RNA-Seq data analysis showed a clear modulation of processes related to plant defense. Genes pertaining to the biosynthesis of phenylpropanoids and flavonoids, plant-pathogen interactions, and the biosynthesis of cuticle wax were significantly up-regulated. In particular, the transcript level for a CER1 homolog involved in cuticular wax alkane formation was most drastically elevated and an increase in C29 alkane levels in tea leaf waxes was observed. The tea green leafhopper attack triggered a significant increase in salicylic acid (SA) and a minor increase in jasmonic acid (JA) in infested tea leaves. Moreover, transcription factors (TFs) constitute a large portion of differentially expressed genes, with several TFs families likely involved in SA and JA signaling being significantly induced by tea green leafhopper feeding. This study presents a valuable resource for uncovering insect-induced genes and metabolites, which can potentially be used to enhance insect resistance in tea plants.","['Metabolomics', 'defense response', 'Rna-seq', 'Hormone Signaling', 'Plant-herbivore Interaction', 'Tea Green Leafhopper']","['onukii Matsuda', 'Camellia sinensis', 'green leafhopper', 'Tea green', 'Tea', 'greatly impacting', 'green', 'Empoasca', 'Matsumurasca', 'devastating pests']","[Tea green leafhopper [Empoasca (Matsumurasca), UPLC-QqQ, CER1, SA, JA]",[],['(Camellia'],NaN
25,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6986037\eupmc_result.json,PMC6986037,"BACKGROUND:Zanthoxylum armatum (Z. armatum) is a highly economically important tree that presents a special numbing taste. However, the underlying regulatory mechanism of the numbing taste remains poorly understood. Thus, the elucidation of the key genes associated with numbing taste biosynthesis pathways is critical for providing genetic information on Z. armatumand the breeding of high-quality germplasms of this species. RESULTS:Here, de novo transcriptome assembly was performed for the five major organs of Z. armatum, including the roots, stems, leaf buds, mature leaves and fruits. A total of 111,318 unigenes were generated with an average length of 1014 bp. Additionally, a large number of SSRs were obtained to improve our understanding of the phylogeny and genetics of Z. armatum. The organ-specific unigenes of the five major samples were screened and annotated via GO and KEGG enrichment analysis. A total of 53 and 34 unigenes that were exclusively upregulated in fruit samples were identified as candidate unigenes for terpenoid biosynthesis or fatty acid biosynthesis, elongation and degradation pathways, respectively. Moreover, 40 days after fertilization (Fr4 stage) could be an important period for the accumulation of terpenoid compounds during the fruit development and maturation of Z. armatum. The Fr4 stage could be a key point at which the first few steps of the fatty acid biosynthesis process are promoted, and the catalysis of subsequent reactions could be significantly induced at 62 days after fertilization (Fr6 stage). CONCLUSIONS:The present study realized de novo transcriptome assembly for the five major organs of Z. armatum. To the best of our knowledge, this study provides the first comprehensive analysis revealing the genes underlying the special numbing taste of Z. armatum. The assembled transcriptome profiles expand the available genetic information on this species and will contribute to gene functional studies, which will aid in the engineering of high-quality cultivars of Z. armatum.","['Aromatic compounds', 'Fatty acid', 'Zanthoxylum Armatum', 'De Novo Transcriptome']","['Zanthoxylum armatum', 'numbing taste', 'armatum', 'highly economically', 'numbing', 'taste', 'BACKGROUND', 'special numbing', 'Zanthoxylum', 'economically important']","[SSRs, Fr4, Fr4]",[],[],NaN
26,C:\Users\shweata\snowball\corpus\tps_camellia\PMC6995508\eupmc_result.json,PMC6995508,"When insects attack plants, insect-derived elicitors and mechanical damage induce the formation and emission of plant volatiles that have important ecological functions and flavor properties. These events have mainly been studied in model plants, rather than crop plants. Our study showed that tea green leafhopper (Empoasca (Matsumurasca) onukii Matsuda), a major pest infesting tea attack significantly induced the emission of geraniol from tea leaves, but did not affect the crude enzyme activity of geraniol synthase in tea leaves. An enzyme extract of E. (M.) onukii specifically produced geraniol from geraniol diphosphate. Furthermore, a terpene synthase (EoTPS) was isolated from E. (M.) onukii. This terpene synthase was able to convert geraniol diphosphate to geraniol in vitro. In addition, geraniol had in vitro ability to inhibit the growth of Acinetobacter johnsonii that is endobacterial isolated from E. (M.) onukii. This information illustrates that elicitors from piercing-sucking insects can induce the formation of volatiles from crop plants and advances our understanding of the roles of plant volatiles in the interaction among crops-insects-microorganisms.","['Tea', 'Geraniol', 'Camellia sinensis', 'Volatile', 'Aroma', 'Green Leafhopper']","['flavor properties', 'mechanical damage', 'important ecological', 'ecological functions', 'geraniol', 'plants', 'onukii', 'plant volatiles', 'tea', 'crop plants']",[],['(EoTPS)'],[],terpene synthase
27,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7013532\eupmc_result.json,PMC7013532,"Terpenoids play vital roles in tea aroma quality and plants defense performance determination, whereas the scenarios of genes to metabolites of terpenes pathway remain uninvestigated in tea plants. Here, we report the use of an integrated approach combining metabolites, target gene transcripts and function analyses to reveal a gene-to-terpene network in tea plants. Forty-one terpenes including 26 monoterpenes, 14 sesquiterpenes and one triterpene were detected and 82 terpenes related genes were identified from five tissues of tea plants. Pearson correlation analysis resulted in genes to metabolites network. One terpene synthases whose expression positively correlated with farnesene were selected and its function was confirmed involved in the biosynthesis of α-farnesene, β-ocimene and β-farnesene, a very important and conserved alarm pheromone in response to aphids by both in vitro enzymatic assay in planta function analysis. In summary, we provided the first reliable gene-to-terpene network for novel genes discovery.","['Gene silencing', 'Camellia sinensis', 'Terpene synthase', 'metabolic profiling', 'Farnesene', 'Β-ocimene', 'Gene-to-terpene Network']","['tea plants', 'Terpenoids play', 'performance determination', 'play vital', 'vital roles', 'aroma quality', 'defense performance', 'pathway remain', 'remain uninvestigated', 'tea aroma']",[],[],[],terpene synthase
