,metadata_json,PMCIDS,abstract,keywords,yake_keywords,entities,TPS_match,Camellia_match,terms
28,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7062797\eupmc_result.json,PMC7062797,"Plants are known to respond to Ultraviolet-B radiation (UV-B: 280-320 nm) by generating phenolic metabolites which absorbs UV-B light. Phenolics are extraordinarily abundant in Camellia sinensis leaves and are considered, together with pleasant volatile terpenoids, as primary flavor determinants in tea beverages. In this study, we focused on the effects of UV-B exposure (at 35 μW cm-2 for 0, 0.5, 2, and 8 h) on tea transcriptional and metabolic alterations, specifically related to tea flavor metabolite production. Out of 34,737 unigenes, a total of 18,081 differentially expressed genes (DEGs) due to UV-B treatments were identified. Additionally, the phenylpropanoid pathway was found as one of the most significantly UV-B affected top 20 KEGG pathways while flavonoid and monoterpenoid pathway-related genes were enhanced at 0.5 h. In the UVR8-signal transduction pathway, UVR8 was suppressed at both short and long exposure of UV-B with genes downstream differentially expressed. Divergent expression of MYB4 at different treatments could have differentially altered structural and regulatory genes upstream of flavonoid biosynthesis pathways. Suppression of MYB4-1&3 at 0.5 h could have led to the up-regulation of structural CCOAOMT-1&2, HST-1&2, DFR-4, ANR-2, and LAR-1&3 genes resulting in accumulation of specialized metabolites at a shorter duration of UV-B exposure. Specialized metabolite profiling revealed the correlated alterations in the abundances of catechins and some volatile terpenoids in all the treatments with significant accumulation of specialized metabolites at 0.5 h treatment. A significant increase in specialized metabolites at 0.5 h treatment and no significant alteration observed at longer UVB treatment suggested that shorter exposure to UV-B led to different display in gene expression and accumulation of specialized metabolites in tea shoots in response to UV-B stress. Taken together, our results indicated that the UV-B treatment applied in this study differentially altered the UVR8-signal transduction, flavonoid and terpenoid pathways at transcriptional and metabolic levels in tea plants. Our results show strong potential for UV-B application in flavor improvement in tea at the industrial level.","['Climate change', 'Abiotic stress', 'Ultraviolet radiation', 'Phenolics', 'Hy5', 'Uvr8 Photoreceptor', 'Flavonoid Accumulation', 'Terpenoids Metabolism']","['UV-B', 'Ultraviolet-B radiation', 'specialized metabolites', 'generating phenolic', 'tea', 'specialized', 'metabolites', 'UV-B light', 'genes', 'absorbs UV-B']","[UVR8-signal, UVR8, MYB4, MYB4-1&3, CCOAOMT-1&2, HST-1&2, DFR-4, ANR-2, LAR-1&3, UVR8-signal]",[],['Camellia'],NaN
29,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7072466\eupmc_result.json,PMC7072466,"Trichomes, which develop from epidermal cells, are regarded as one of the key features that are involved in the evaluation of tea quality and tea germplasm resources. The metabolites from trichomes have been well characterized in tea products. However, little is known regarding the metabolites in fresh tea trichomes and the molecular differences in trichomes and tea leaves per se. In this study, we developed a method to collect trichomes from tea plant tender shoots, and their main secondary metabolites, including catechins, caffeine, amino acids, and aroma compounds, were determined. We found that the majority of these compounds were significantly less abundant in trichomes than in tea leaves. RNA-Seq was used to investigate the differences in the molecular regulatory mechanism between trichomes and leaves to gain further insight into the differences in trichomes and tea leaves. In total, 52.96 Gb of clean data were generated, and 6560 differentially expressed genes (DEGs), including 4471 upregulated and 2089 downregulated genes, were identified in the trichomes vs. leaves comparison. Notably, the structural genes of the major metabolite biosynthesis pathways, transcription factors, and other key DEGs were identified and comparatively analyzed between trichomes and leaves, while trichome-specific genes were also identified. Our results provide new insights into the differences between tea trichomes and leaves at the metabolic and transcriptomic levels, and open up new doors to further recognize and re-evaluate the role of trichomes in tea quality formation and tea plant growth and development.","['Secondary metabolites', 'Tea plant', 'Trichomes', 'Volatile aroma', 'Trichomes Development']","['tea', 'Trichomes', 'tea leaves', 'epidermal cells', 'germplasm resources', 'tea trichomes', 'leaves', 'tea germplasm', 'tea quality', 'tea plant']",[],[],[],NaN
30,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7120792\eupmc_result.json,PMC7120792,"Ultraviolet (UV) radiation is a part of the sunlight reaching Earth surface. The UV spectrum of solar radiation is by convention divided into three parts: UV-A: 310–400 nm, UV-B: 280–310 nm and UV-C: less than 280 nm. UV-B is the most energetic component reaching Earth surface because the stratospheric ozone layer effectively absorbs completely wavelengths below 290 nm. UV-B is an increasing threat due to increasing UV-B levels on Earth surface as a consequence of depletion of stratospheric O3. In general, the effects of atmospheric UV-B radiation are negative for biological life. Enhanced levels of UV-B radiation can indeed negatively change plant physiological processes, growth and productivity. However, while studying UV-B effects on medicinal plants, some interesting phenomena have been discovered. For example, basil plants respond positively to UV-B radiation by increasing oil yield (Chang et al. J Horticult For 1:27–31, 2009). In other studies medicinal plants show beneficial aspects in term of increase in volatile oil yield and secondary metabolite production (Kumari et al. Ecotoxicol Environ Safety 72:2013–2019, 2009c, 2010). Medicinal herbs have great market value in India and worldwide. The medicinal value of plants depends upon phenolics, antioxidants and volatile yield. Therefore further UV-B experiments increasing the levels of these compounds are needed. Here we review the effect of UV-B exposure on metabolites, volatiles, and antioxidants potential in medicinal plants. This chapter reports: (1) aspects of the global market for medicinal and aromatic plants in India in order to assist the medicinal plant industry to make informed decisions. (2) The biodiversity loss due to wild harvesting of plants, and as an alternative the cultivation strategy of medicinal plants. (3) Main medicinal plant species having rich antioxidant potential. (4) Main secondary metabolites of plant origin such as phenylpropanoids, terpenes, alkaloids, and volatile oil, and other important metabolites containing high antioxidant level used in human diet and health. (5) UV-B factors that enhance the quality of medicinal plant by increasing the content of secondary bioactive products. (6) Secondary metabolic pathways involving regulation of key enzymes, chalcone synthase, and phenylalanine ammonia lyase. Understanding of UV-B responses on secondary plant metabolites expand new opportunities for plant enriched in medicinal active compounds.","['Antioxidants', 'Medicinal plants', 'Essential oil', 'Secondary metabolites', 'UV-B', 'Terpenoids', 'Health benefits', 'alkaloids', 'Phenylpropanoids']","['Earth surface', 'UV-B', 'medicinal', 'reaching Earth', 'plants', 'Earth', 'medicinal plants', 'plant', 'UV-B radiation', 'radiation']","[280–310, chalcone synthase, phenylalanine ammonia lyase]",[],[],NaN
31,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7132054\eupmc_result.json,PMC7132054,"Crocus sativus, containing remarkably amounts of crocin, picrocrocin and safranal, is the source of saffron with tremendous medicinal, economic and cultural importance. Here, we present a high-quality full-length transcriptome of the sterile triploid C. sativus, using the PacBio SMRT sequencing technology. This yields 31,755 high-confidence predictions of protein-coding genes, with 50.1% forming paralogous gene pairs. Analysis on distribution of Ks values suggests that the current genome of C. sativus is probably a product resulting from at least two rounds of whole-genome duplication (WGD) events occurred at ~28 and ~114 million years ago (Mya), respectively. We provide evidence demonstrating that the recent β WGD event confers a major impact on family expansion of secondary metabolite genes, possibly leading to an enhanced accumulation of three distinct compounds: crocin, picrocrocin and safranal. Phylogenetic analysis unravels that the founding member (CCD2) of CCD enzymes necessary for the biosynthesis of apocarotenoids in C. sativus might be evolved from the CCD1 family via the β WGD event. Based on the gene expression profiling, CCD2 is found to be expressed at an extremely high level in the stigma. These findings may shed lights on further genomic refinement of the characteristic biosynthesis pathways and promote germplasm utilization for the improvement of saffron quality.","['Crocus sativus', 'Comparative Transcriptomics', 'Single Molecular Real-time (Smrt) Sequencing', 'Saffron Quality', 'Apocarotenoid Biosynthesis']","['tremendous medicinal', 'cultural importance', 'remarkably amounts', 'Crocus sativus', 'WGD event', 'sativus', 'WGD', 'PacBio SMRT', 'SMRT sequencing', 'Crocus']","[SMRT, WGD, β WGD, CCD enzymes, β WGD]",[],[],NaN
32,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7148975\eupmc_result.json,PMC7148975,"Publisher Summary This chapter lists the important subjects that are discussed in the publication Studies in Natural Products Chemistry, Volumes 1–30, such as abdominal pain, acaricidal activities, acanthenes, gibberellins, glucoamylases, macarpine, and quercetin. The terms are mentioned along with the page numbers in which they are discussed in the publication.",NaN,"['Products Chemistry', 'Natural Products', 'Publisher Summary', 'acaricidal activities', 'publication Studies', 'abdominal pain', 'chapter lists', 'important subjects', 'Volumes', 'Chemistry']","[1–30, acanthenes, glucoamylases]",[],[],NaN
33,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7151902\eupmc_result.json,PMC7151902,NaN,NaN,[],[],[],[],NaN
34,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7163937\eupmc_result.json,PMC7163937,NaN,NaN,[],[],[],[],NaN
35,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7272924\eupmc_result.json,PMC7272924,"Insect herbivores have dramatic effects on the chemical composition of plants. Many of these induced metabolites contribute to the quality (e.g., flavor, human health benefits) of specialty crops such as the tea plant ( Camellia sinensis ). Induced chemical changes are often studied by comparing plants damaged and undamaged by herbivores. However, when herbivory is quantitative, the relationship between herbivore pressure and induction can be linearly or non-linearly density dependent or density independent, and induction may only occur after some threshold of herbivory. The shape of this relationship can vary among metabolites within plants. The tea green leafhopper ( Empoasca onukii ) can be a widespread pest on tea, but some tea farmers take advantage of leafhopper-induced metabolites in order to produce high-quality ""bug-bitten"" teas such as Eastern Beauty oolong. To understand the effects of increasing leafhopper density on tea metabolites important for quality, we conducted a manipulative experiment exposing tea plants to feeding by a range of  E. onukii  densities. After  E. onukii  feeding, we measured volatile and non-volatile metabolites, and quantified percent damaged leaf area from scanned leaf images.  E. onukii  density had a highly significant effect on volatile production, while the effect of leaf damage was only marginally significant. The volatiles most responsive to leafhopper density were mainly terpenes that increased in concentration monotonically with density, while the volatiles most responsive to leaf damage were primarily fatty acid derivatives and volatile phenylpropanoids/benzenoids. In contrast, damage (percent leaf area damaged), but not leafhopper density, significantly reduced total polyphenols, epigallocatechin gallate (EGCG), and theobromine concentrations in a dose-dependent manner. The shape of induced responses varied among metabolites with some changing linearly with herbivore pressure and some responding only after a threshold in herbivore pressure with a threshold around 0.6 insects/leaf being common. This study illustrates the importance of measuring a diversity of metabolites over a range of herbivory to fully understand the effects of herbivores on induced metabolites. Our study also shows that any increases in leafhopper density associated with climate warming, could have dramatic effects on secondary metabolites and tea quality.","['Secondary metabolites', 'Camellia sinensis', 'Catechins', 'herbivory', 'Induced Responses', 'Crop Quality', 'Plant Vocs', 'Empoasca Onukii']","['metabolites', 'density', 'tea', 'leaf', 'leafhopper density', 'herbivore pressure', 'leafhopper', 'plants', 'effects', 'Camellia sinensis']","[leafhopper-induced, bug-bitten]",[],['Camellia'],NaN
36,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7352595\eupmc_result.json,PMC7352595," Pseudotaxus chienii , a rare tertiary relict species with economic and ecological value, is a representative of the monotypic genus  Pseudotaxus  that is endemic to China.  P. chienii  can adapt well to habitat isolation and ecological heterogeneity under a variety of climate and soil conditions, and is able to survive in harsh environments. However, little is known about the molecular and genetic resources of this long-lived conifer. Herein, we sequenced the transcriptomes of four organs of  P. chienii  using the PacBio Isoform Sequencing and Illumina RNA Sequencing platforms. Based on the PacBio Iso-Seq data, we obtained 44,896, 58,082, 50,485, and 67,638 full-length unigenes from the root, stem, leaf, and strobilus, respectively, with a mean length of 2692 bp, and a mean N50 length of 3010.75 bp. We then comprehensively annotated these unigenes. The number of organ-specific expressed unigenes ranged from 4393 in leaf to 9124 in strobilus, suggesting their special roles in physiological processes, organ development, and adaptability in the different four organs. A total of 16,562 differentially expressed genes (DEGs) were identified among the four organs and clustered into six subclusters. The gene families related to biotic/abiotic factors, including the TPS, CYP450, and HSP families, were characterized. The expression levels of most DEGs in the phenylpropanoid biosynthesis pathway and plant-pathogen interactions were higher in the root than in the three other organs, suggesting that root constitutes the main organ of defensive compound synthesis and accumulation and has a stronger ability to respond to stress. The sequences were analyzed to predict transcription factors, long non-coding RNAs, and alternative splicing events. The expression levels of most DEGs of C2H2, C3H, bHLH, and bZIP families in the root and stem were higher than those in the leaf and strobilus, indicating that these TFs may play a crucial role in the survival of the root and stem. These results comprise the first comprehensive gene expression profiles obtained for different organs of  P. chienii . Our findings will facilitate further studies on the functional genomics, adaptive evolution, and phylogeny of  P. chienii , and lay the foundation for the development of conservation strategies for this endangered conifer.","['Pseudotaxus chienii', 'Transcriptome', 'Multiple Organs', 'Plant–pathogen Interactions', 'Phenylpropanoid Biosynthesis Pathway', 'Pacbio Iso-seq']","['genus Pseudotaxus', 'Pseudotaxus chienii', 'rare tertiary', 'tertiary relict', 'relict species', 'monotypic genus', 'Pseudotaxus', 'chienii', 'organs', 'China']","[Iso-Seq, 44,896, 58,082, 67,638, 3010.75, CYP450, HSP, C3H, bZIP]","['TPS,']",[],NaN
37,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7419205\eupmc_result.json,PMC7419205," Background Wintersweet (Chimonanthus praecox), an important ornamental plant, has evolved unique fragrant aroma and winter-flowering properties, which are critical for its successful sexual reproduction. However, the molecular mechanisms underlying these traits are largely unknown in this species. In addition, wintersweet is also a typical representative species of the magnoliids, where the phylogenetic position of which relative to eudicots and monocots has not been conclusively resolved. Results Here, we present a chromosome-level wintersweet genome assembly with a total size of 695.36 Mb and a draft genome assembly of Calycanthus chinensis. Phylogenetic analyses of 17 representative angiosperm genomes suggest that Magnoliids and eudicots are sister to monocots. Whole-genome duplication signatures reveal two major duplication events in the evolutionary history of the wintersweet genome, with an ancient one shared by Laurales, and a more recent one shared by the Calycantaceae. Whole-genome duplication and tandem duplication events have significant impacts on copy numbers of genes related to terpene and benzenoid/phenylpropanoid (the main floral scent volatiles) biosynthesis, which may contribute to the characteristic aroma formation. An integrative analysis combining cytology with genomic and transcriptomic data reveals biological characteristics of wintersweet, such as floral transition in spring, floral organ specification, low temperature-mediated floral bud break, early blooming in winter, and strong cold tolerance. Conclusions These findings provide insights into the evolutionary history of wintersweet and the relationships among the Magnoliids, monocots, and eudicots; the molecular basis underlying floral scent biosynthesis; and winter flowering, and highlight the utility of multi-omics data in deciphering important ornamental traits in wintersweet.","['Genome', 'Cold tolerance', 'Flowering', 'Floral Scent', 'Hi-c', 'Wintersweet (Chimonanthus Praecox)']","['Chimonanthus praecox', 'winter-flowering properties', 'sexual reproduction', 'evolved unique', 'unique fragrant', 'successful sexual', 'Wintersweet', 'Background Wintersweet', 'Chimonanthus', 'wintersweet genome']","[Wintersweet, 695.36 , Calycanthus]",[],[],NaN
38,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7432446\eupmc_result.json,PMC7432446,"Terpene synthase (TPS) is a critical enzyme responsible for the biosynthesis of terpenes, which possess diverse roles in plant growth and development. Although many terpenes have been reported in orchids, limited information is available regarding the genome-wide identification and characterization of the TPS family in the orchid,  Dendrobium officinale . By integrating the  D. officinale  genome and transcriptional data, 34  TPS  genes were found in  D. officinale . These were divided into four subfamilies (TPS-a, TPS-b, TPS-c, and TPS-e/f). Distinct tempospatial expression profiles of  DoTPS  genes were observed in 10 organs of  D. officinale . Most  DoTPS  genes were predominantly expressed in flowers, followed by roots and stems. Expression of the majority of  DoTPS  genes was enhanced following exposure to cold and osmotic stresses. Recombinant DoTPS10 protein, located in chloroplasts, uniquely converted geranyl diphosphate to linalool in vitro. The  DoTPS10  gene, which resulted in linalool formation, was highly expressed during all flower developmental stages. Methyl jasmonate significantly up-regulated  DoTPS10  expression and linalool accumulation. These results simultaneously provide valuable insight into understanding the roles of the TPS family and lay a basis for further studies on the regulation of terpenoid biosynthesis by  DoTPS  in  D. officinale .","['Methyl jasmonate', 'Abiotic stress', 'Orchids', 'Terpene synthase', 'terpenes']","['TPS', 'TPS family', 'critical enzyme', 'enzyme responsible', 'possess diverse', 'plant growth', 'TPS genes', 'DoTPS genes', 'Terpene synthase', 'officinale']","[Terpene synthase, TPS-b]","['(TPS)', 'TPS', 'TPS', '(TPS-a,', 'TPS-b,', 'TPS-c,', 'TPS-e/f).', 'DoTPS', 'DoTPS', 'DoTPS', 'DoTPS10', 'DoTPS10', 'DoTPS10', 'TPS', 'DoTPS']",[],terpene synthase
39,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7477583\eupmc_result.json,PMC7477583,"Tea is an economically important plant characterized by a large genome, high heterozygosity, and high species diversity. In this study, we assemble a 3.26-Gb high-quality chromosome-scale genome for the 'Longjing 43' cultivar of Camellia sinensis var. sinensis. Genomic resequencing of 139 tea accessions from around the world is used to investigate the evolution and phylogenetic relationships of tea accessions. We find that hybridization has increased the heterozygosity and wide-ranging gene flow among tea populations with the spread of tea cultivation. Population genetic and transcriptomic analyses reveal that during domestication, selection for disease resistance and flavor in C. sinensis var. sinensis populations has been stronger than that in C. sinensis var. assamica populations. This study provides resources for marker-assisted breeding of tea and sets the foundation for further research on tea genetics and evolution.",NaN,"['species diversity', 'high species', 'economically important', 'important plant', 'plant characterized', 'Tea', 'large genome', 'high', 'high heterozygosity', 'sinensis']",[],[],['Camellia'],NaN
40,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7522615\eupmc_result.json,PMC7522615,"The effect of Jersey milk use solely or at different inclusion rates in Holstein-Friesian milk on Cheddar cheese production was investigated. Cheese was produced every month over a year using nonstandardized milk consisting of 0, 25, 50, 75, and 100% Jersey milk in Holstein-Friesian milk in a 100-L vat. Actual, theoretical, and moisture-adjusted yield increased linearly with percentage of Jersey milk. This was also associated with increased fat and protein recoveries and lower yield of whey. The composition of whey was also affected by the percentage of Jersey milk, with lower whey protein and higher whey lactose and solids. Cutting time was lower when Jersey milk was used, but the cutting to milling time was higher because of slower acidity development. Hence, overall cheesemaking time was not affected by the use of Jersey milk. Using Jersey milk increased cheese fat content in autumn, winter, and spring and decreased cheese moisture in spring and summer. Cheese protein, salt, and pH levels were not affected. Cheese was analyzed for texture and color, and it was professionally graded at 3 and 8mo. The effect of Jersey on cheese sensory quality was an increase in cheese yellowness during summer and a higher total grading score at 3mo in winter; no other difference in cheese quality was found. The study indicates that using Jersey milk is a valid method of improving Cheddar cheese yield.","['Jersey', 'Cheese Yield', 'Cheddar', 'Cheese Quality']","['Jersey milk', 'Jersey', 'milk', 'cheese', 'Holstein-Friesian milk', 'inclusion rates', 'Cheddar cheese', 'whey', 'Holstein-Friesian', 'cheese production']","[whey, 8mo]",[],[],NaN
41,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7582308\eupmc_result.json,PMC7582308,"Floral scent is a key ornamental trait that determines the quality and commercial value of orchids. Geraniol, an important volatile monoterpene in orchids that attracts pollinators, is also involved in responses to stresses but the geraniol synthase (GES) responsible for its synthesis in the medicinal orchid  Dendrobium officinale  has not yet been identified. In this study, three potential geraniol synthases were mined from the  D. officinale  genome. DoGES1, which was localized in chloroplasts, was characterized as a geraniol synthase.  DoGES1  was highly expressed in flowers, especially in petals.  DoGES1  transcript levels were high in the budding stage of  D. officinale  flowers at 11:00 a.m. DoGES1 catalyzed geraniol in vitro, and transient expression of  DoGES1  in  Nicotiana benthamiana  leaves resulted in the accumulation of geraniol in vivo. These findings on DoGES1 advance our understanding of geraniol biosynthesis in orchids, and lay the basis for genetic modification of floral scent in  D. officinale  or in other ornamental orchids.","['Geraniol', 'Orchids', 'Terpene synthase', 'Mep Pathway', 'Floral Volatiles']","['Geraniol', 'orchid Dendrobium', 'geraniol synthase', 'orchids', 'Dendrobium officinale', 'officinale', 'key ornamental', 'ornamental trait', 'medicinal orchid', 'Floral scent']","[DoGES1, DoGES1, DoGES1]",[],[],NaN
42,C:\Users\shweata\snowball\corpus\tps_camellia\PMC7691073\eupmc_result.json,PMC7691073,"In this study, tansy (Tanacetum vulgare L.) in vitro culture was established from seeds collected from natural populations. The multiplication of plantlets was conducted through shoot tips that exhibited potent apical growth and regeneration capacities on basal medium (BM), without the addition of any plant growth regulators (PGRs). PGRs were also omitted for the establishment and cultivation of tansy root cultures. Both abaxial and adaxial leaf surfaces of in vitro micropropagated plantlets were covered with glandular biseriate trichomes. Histochemical staining showed that glandular secretions were rich in lipid and terpene compounds, confirmed by GC-MS analysis of essential oil (EO). In the total EO, similar portions of oxygenated monoterpenes (38.5% m/m) and oxygenated sesquiterpenes (22.6% m/m) were detected. Chemical profiles of methanol extracts of in vitro cultured tansy shoots and roots varied in quantity and quality from those obtained from wild-growingtansy. HPLC analysis indicated that the methanol extracts of in vitro cultured roots were the richest in 3,5-O-dicaffeoylquinic acid (3,5-O-DCQA), in which the concentration was 6 times higher (10.220 mg/g DW) than that in the extract obtained from roots of wild-growing tansy (1.684 mg/g DW). This result is noticeable in the manner of industrial production of biologically active 3,5-O-DCQA that has been shown to have antioxidant, hepatoprotective, antiviral, antimutagenic, and immunomodulatory activity. Biotechnological interventions on secondary metabolite production taking place in trichomes could further enhance the production of some important tansy metabolites and further investigation will be directed toward the elucidation of the pharmaceutical potential of tansy in vitro obtained metabolites, as mixtures or single moieties.","['Essential oil', 'In vitro cultivation', 'Methanol extracts', 'Tansy', 'Phytochemical Analysis', 'Histochemical Analysis']","['Tanacetum vulgare', 'natural populations', 'seeds collected', 'Tanacetum', 'vitro', 'tansy', 'vitro cultured', 'methanol extracts', 'growth regulators', 'roots']",[wild-growingtansy],[],[],NaN
43,C:\Users\shweata\snowball\corpus\tps_camellia\PMC8087695\eupmc_result.json,PMC8087695,"Tea plants (Camellia sinensis) are commercially cultivated in >60 countries, and their fresh leaves are processed into tea, which is the most widely consumed beverage in the world. Although several chromosome-level tea plant genomes have been published, they collapsed the two haplotypes and ignored a large number of allelic variations that may underlie important biological functions in this species. Here, we present a phased chromosome-scale assembly for an elite oolong tea cultivar, ""Huangdan"", that is well known for its high levels of aroma. Based on the two sets of haplotype genome data, we identified numerous genetic variations and a substantial proportion of allelic imbalance related to important traits, including aroma- and stress-related alleles. Comparative genomics revealed extensive structural variations as well as expansion of some gene families, such as terpene synthases (TPSs), that likely contribute to the high-aroma characteristics of the backbone parent, underlying the molecular basis for the biosynthesis of aroma-related chemicals in oolong tea. Our results uncovered the genetic basis of special features of this oolong tea cultivar, providing fundamental genomic resources to study evolution and domestication for the economically important tea crop.",NaN,"['Camellia sinensis', 'commercially cultivated', 'fresh leaves', 'widely consumed', 'consumed beverage', 'Tea', 'oolong tea', 'tea cultivar', 'Camellia', 'Tea plants']",[],"['(TPSs),']",['(Camellia'],terpene synthase
44,C:\Users\shweata\snowball\corpus\tps_camellia\PMC8087812\eupmc_result.json,PMC8087812,"In response to preharvest priming with exogenous methyl jasmonate (MeJA), tea plants adjust their physiological behavior at the molecular level. The whole-organism reconfiguration of aroma formation from the precursor to storage is poorly understood. In this study, we performed iTRAQ proteomic analysis and identified 337, 246, and 413 differentially expressed proteins in tea leaves primed with MeJA for 12 h, 24 h, and 48 h, respectively. Furthermore, a total of 266 nonvolatile and 100 volatile differential metabolites were identified by utilizing MS-based metabolomics. A novel approach that incorporated the integration of extended self-organizing map-based dimensionality was applied. The vivid time-scale changes tracing physiological responses in MeJA-primed tea leaves are marked in these maps. Jasmonates responded quickly to the activation of the jasmonic acid pathway in tea leaves, while hydroxyl and glycosyl jasmonates were biosynthesized simultaneously on a massive scale to compensate for the exhausted defense. The levels of α-linolenic acid, geranyl diphosphate, farnesyl diphosphate, geranylgeranyl diphosphate, and phenylalanine, which are crucial aroma precursors, were found to be significantly changed in MeJA-primed tea leaves. Green leaf volatiles, volatile terpenoids, and volatile phenylpropanoids/benzenoids were spontaneously biosynthesized from responding precursors and subsequently converted to their corresponding glycosidic forms, which can be stably stored in tea leaves. This study elucidated the physiological response of tea leaves primed with exogenous methyl jasmonate and revealed the molecular basis of source and sink changes on tea aroma biosynthesis and catabolism in response to exogenous stimuli. The results significantly enhance our comprehensive understanding of tea plant responses to exogenous treatment and will lead to the development of promising biotechnologies to improve fresh tea leaf quality.",NaN,"['tea leaves', 'tea', 'preharvest priming', 'leaves', 'leaves primed', 'MeJA-primed tea', 'physiological behavior', 'exogenous', 'plants adjust', 'response']","[α-linolenic acid, geranyl diphosphate, geranylgeranyl diphosphate]",[],[],NaN
